text,text_processed,topic
Καμπύλης: Δουλεύουμε πάνω σε έργα και υποδομές που συνεισφέρουν στη βιώσιμη ανάπτυξη του τόπου μας - Πελοποννησιακό Πρακτορείο Ειδήσεων https://t.co/IP4IdREp8P,καμπυλησ δουλευουμε πανω σε εργα και υποδομεσ που συνεισφερουν στη βιωσιμη αναπτυξη του τοπου μασ πελοποννησιακο πρακτορειο ειδησεων,2
"RT @ambelesi01: Στην 🇳🇱 επαρχία Overijssel, τα σκουλήκια βρίσκονται στο μενού σε 100 δημοτικά σχολεία, μέρος ενός διδακτικού πακέτου για τη…",rt ambelesi στην επαρχια overijssel τα σκουληκια βρισκονται στο μενου σε δημοτικα σχολεια μεροσ ενοσ διδακτικου πακετου για τη,2
Ε.Λέκκας για κακοκαιρία στην Κρήτη: «Ήταν ένα ακραίο φαινόμενο που στοιχειοθετεί την κλιματική κρίση» https://t.co/fDbv61NvOD,ελεκκασ για κακοκαιρια στην κρητη ηταν ενα ακραιο φαινομενο που στοιχειοθετει την κλιματικη κριση,2
"Ο νεοφώτιστος Ραφαήλ - Νικόλαος απολαμβάνει τις αγκαλιές των νονών του, οι οποίοι δεν προέρχονται από το περιβάλλον των γονιών του, αλλά ανέπτυξαν μαζί τους μία σχέση ζωής, όταν πριν από εννέα μήνες, κατά τη διάρκεια έντονης κακοκαιρίας, του έσωσαν τη

https://t.co/zqHYz1bcAe",ο νεοφωτιστοσ ραφαηλ νικολαοσ απολαμβανει τισ αγκαλιεσ των νονων του οι οποιοι δεν προερχονται απο το περιβαλλον των γονιων του αλλα ανεπτυξαν μαζι τουσ μια σχεση ζωησ οταν πριν απο εννεα μηνεσ κατα τη διαρκεια εντονησ κακοκαιριασ του εσωσαν τη,2
"Την ανάγκη να αντικατασταθεί ο στόλος των ρυμουλκών, με ένταξη στο χρηματοδοτικό πρόγραμμα του Ταμείου Ανάκαμψης, προκειμένου να ναυπηγηθούν σε ελληνικά ναυπηγεία νέα αποδοτικότερα πλοία και με τη χρήση πιο φιλικών καυσίμων προς το περιβάλλον, ζητεί ο

https://t.co/Z2xRmGrLiL",την αναγκη να αντικατασταθει ο στολοσ των ρυμουλκων με ενταξη στο χρηματοδοτικο προγραμμα του ταμειου ανακαμψησ προκειμενου να ναυπηγηθουν σε ελληνικα ναυπηγεια νεα αποδοτικοτερα πλοια και με τη χρηση πιο φιλικων καυσιμων προσ το περιβαλλον ζητει ο,2
"ΑΔΜΗΕ: Η πράσινη μετάβαση είναι πραγματικότητα και όχι fake news - Ρεπορτάζ και ειδήσεις για την Οικονομία, τις Επιχειρήσεις, το Χρηματιστήριο, την Πολιτική #mononewsGR https://t.co/Zw3CXjZ6UE",αδμηε η πρασινη μεταβαση ειναι πραγματικοτητα και οχι fake news ρεπορταζ και ειδησεισ για την οικονομια τισ επιχειρησεισ το χρηματιστηριο την πολιτικη mononewsgr,2
Ανδρουλάκης: Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα - https://t.co/kCHcXZLjNp https://t.co/meZLNGQLr2,ανδρουλακησ η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα,2
"Βασίλης Κικίλιας: Έργα υποδομής, πράσινη οικονομία και καμπάνια για τον βιώσιμο τουρισμό - Ρεπορτάζ και ειδήσεις για την Οικονομία, τις Επιχειρήσεις, το Χρηματιστήριο, την Πολιτική #mononewsGR https://t.co/cARGv9NpXy",βασιλησ κικιλιασ εργα υποδομησ πρασινη οικονομια και καμπανια για τον βιωσιμο τουρισμο ρεπορταζ και ειδησεισ για την οικονομια τισ επιχειρησεισ το χρηματιστηριο την πολιτικη mononewsgr,2
Ανδρουλάκης: Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα https://t.co/MJzjgpwfDD,ανδρουλακησ η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα,2
Ανδρουλάκης: Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα - Να επενδύσουμε στην πρόληψη https://t.co/qb1prIQTWB,ανδρουλακησ η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα να επενδυσουμε στην προληψη,2
Ανδρουλάκης: Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα - https://t.co/Dbhk7J49oK https://t.co/8nzdBLKmO8,ανδρουλακησ η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα,2
"Ερώτηση του @androulakisnick στην @EU_Commission για τις μεγάλες καταστροφές στην #Κρήτη: 
«Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα, οφείλουμε να επενδύσουμε στην πρόληψη» 

https://t.co/KuwquBj5nI",ερωτηση του androulakisnick στην eu_commission για τισ μεγαλεσ καταστροφεσ στην κρητη η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα οφειλουμε να επενδυσουμε στην προληψη,2
"Κικίλιας: «Έργα υποδομής, πράσινη οικονομία και καμπάνια για τον βιώσιμο τουρισμό» - https://t.co/9I99AKnLPL https://t.co/rttGKiAo07",κικιλιασ εργα υποδομησ πρασινη οικονομια και καμπανια για τον βιωσιμο τουρισμο,2
Κικίλιας: «Έργα υποδομής και καμπάνια για τον βιώσιμο τουρισμό» https://t.co/40E5XqC6O7,κικιλιασ εργα υποδομησ και καμπανια για τον βιωσιμο τουρισμο,2
"Β. Κικίλιας: Έργα υποδομής, πράσινη οικονομία και καμπάνια για τον βιώσιμο τουρισμό https://t.co/fJV7sTNA2Z",β κικιλιασ εργα υποδομησ πρασινη οικονομια και καμπανια για τον βιωσιμο τουρισμο,2
"Νίκος Ανδρουλάκης: ""Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα, γι' αυτό οφείλουμε να επενδύσουμε στην πρόληψη""-ΕΡΩΤΗΣΗ ΝΙΚΟΥ ΑΝΔΡΟΥΛΑΚΗ, ΠΡΟΕΔΡΟΥ ΠΑΣΟΚ -ΚΙΝΗΜΑΤΟΣ ΑΛΛΑΓΗΣ ΠΡΟΣ ΤΗΝ ΕΥΡΩΠΑΪΚΗ ΕΠΙΤΡΟΠΗ ΓΙΑ ΤΙΣ ΚΑΤΑΣΤΡΟΦΕΣ ΣΤΗΝ ΚΡΗΤΗ https://t.co/dza1cHVWPb",νικοσ ανδρουλακησ η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα γι αυτο οφειλουμε να επενδυσουμε στην προληψηερωτηση νικου ανδρουλακη προεδρου πασοκ κινηματος αλλαγης προς την ευρωπαϊκη επιτροπη για τις καταστροφες στην κρητη,2
"5 τρόποι να ανταπεξέλθεις σε ένα τοξικό εργασιακό περιβάλλον
@ergasia_gr #καριερα

https://t.co/NRRFzVv72b https://t.co/nNfolbW3s3",τροποι να ανταπεξελθεισ σε ενα τοξικο εργασιακο περιβαλλον ergasia_gr καριερα,2
"Πώς το Ντουμπρόβνικ κυνηγά το ""στοίχημα"" για βιώσιμο τουρισμό - https://t.co/ttEkwhSMXj https://t.co/tkPia15DZQ",πωσ το ντουμπροβνικ κυνηγα το στοιχημα για βιωσιμο τουρισμο,2
"Prem Watsa (FairFax): «H επανεκλογή Μητσοτάκη θα δημιουργήσει ακόμα πιο ασφαλές περιβάλλον για επενδύσεις» - Ρεπορτάζ και ειδήσεις για την Οικονομία, τις Επιχειρήσεις, το Χρηματιστήριο, την Πολιτική #mononewsGR https://t.co/sY1xDbrxZF",prem watsa fairfax h επανεκλογη μητσοτακη θα δημιουργησει ακομα πιο ασφαλεσ περιβαλλον για επενδυσεισ ρεπορταζ και ειδησεισ για την οικονομια τισ επιχειρησεισ το χρηματιστηριο την πολιτικη mononewsgr,2
"ΕΙΔΙΚΟ ΘΕΜΑ: Κάντο όπως το #Ντουμπρόβνικ... 

Πώς το «μαργαριτάρι της Αδριατικής» κυνηγά το «στοίχημα» για βιώσιμο τουρισμό

https://t.co/fmrMvuzL2j",ειδικο θεμα καντο οπωσ το ντουμπροβνικ πωσ το μαργαριταρι τησ αδριατικησ κυνηγα το στοιχημα για βιωσιμο τουρισμο,2
@QueenMa23646587 @queenmikaela_ Σχεδον ολοι οι κακοποιητες εχουν μεγαλωσει σε κακοποιητικο περιβαλλον η σε διαλυμενες οικογενειες με γονεις που τους παραμελουσαν.μπορει καποια παιδια σε αναλογο περιβαλλον να εχουν καλη πορεια μετα απο παρακολουθηση απο ψυχολογο κλπ.παντως κανεις δε γεννιεται βιαστης,queenma queenmikaela_ σχεδον ολοι οι κακοποιητεσ εχουν μεγαλωσει σε κακοποιητικο περιβαλλον η σε διαλυμενεσ οικογενειεσ με γονεισ που τουσ παραμελουσανμπορει καποια παιδια σε αναλογο περιβαλλον να εχουν καλη πορεια μετα απο παρακολουθηση απο ψυχολογο κλππαντωσ κανεισ δε γεννιεται βιαστησ,2
"Νίκος Ανδρουλάκης: Η κλιματική αλλαγή θα πολλαπλασιάσει τα ακραία καιρικά φαινόμενα, γι’ αυτό οφείλουμε να επενδύσουμε στην πρόληψη https://t.co/bJL1UoLQU0",νικοσ ανδρουλακησ η κλιματικη αλλαγη θα πολλαπλασιασει τα ακραια καιρικα φαινομενα γι αυτο οφειλουμε να επενδυσουμε στην προληψη,2
Πώς το περιβάλλον έχει γίνει πιο ευνοϊκό για τυφώνες και ακραία καιρικά και φυσικά φαινόμενα; https://t.co/4BDZhSHxmE,πωσ το περιβαλλον εχει γινει πιο ευνοϊκο για τυφωνεσ και ακραια καιρικα και φυσικα φαινομενα,2
"CLIA: Σε καλό δρόμο η δέσμευση για κρουαζιέρα με μηδενικό αποτύπωμα άνθρακα έως το 2050 - Ρεπορτάζ και ειδήσεις για την Οικονομία, τις Επιχειρήσεις, το Χρηματιστήριο, την Πολιτική #mononewsGR https://t.co/FQe2O3dYQ3",clia σε καλο δρομο η δεσμευση για κρουαζιερα με μηδενικο αποτυπωμα ανθρακα εωσ το ρεπορταζ και ειδησεισ για την οικονομια τισ επιχειρησεισ το χρηματιστηριο την πολιτικη mononewsgr,2
Ο κλάδος της κρουαζιέρας αποδεικνύει τη δέσμευσή του για κρουαζιέρα με μηδενικό αποτύπωμα άνθρακα παγκοσμίως έως το 2050 https://t.co/7Kr6ubgtYa,ο κλαδοσ τησ κρουαζιερασ αποδεικνυει τη δεσμευση του για κρουαζιερα με μηδενικο αποτυπωμα ανθρακα παγκοσμιωσ εωσ το,2
Η MYTILINEOS στο Re-Source – τη μεγαλύτερη πλατφόρμα για την πράσινη ενέργεια https://t.co/uGxFsQMFSs,η mytilineos στο resource τη μεγαλυτερη πλατφορμα για την πρασινη ενεργεια,2
UNESCO: Ο Όλυμπος θέτει υποψηφιότητα για ένταξη στον κατάλογο Μνημείων Παγκόσμιας Πολιτιστικής και Φυσικής Κληρονομιάς https://t.co/mhzzaGvhz4 #ΕΛΛΑΔΑ #ΠΕΡΙΒΑΛΛΟΝ https://t.co/LGM6z8TAMo,unesco ο ολυμποσ θετει υποψηφιοτητα για ενταξη στον καταλογο μνημειων παγκοσμιασ πολιτιστικησ και φυσικησ κληρονομιασ ελλαδα περιβαλλον,2
Η MYTILINEOS στο Re-Source – τη μεγαλύτερη πλατφόρμα για την πράσινη ενέργεια https://t.co/f5ljmFnxYd,η mytilineos στο resource τη μεγαλυτερη πλατφορμα για την πρασινη ενεργεια,2
Κικίλιας: Αναβαθμίζουμε το brand της Σκύρου στο πλαίσιο της στρατηγικής μας για βιώσιμο τουρισμό https://t.co/f4qwlHpGh7,κικιλιασ αναβαθμιζουμε το brand τησ σκυρου στο πλαισιο τησ στρατηγικησ μασ για βιωσιμο τουρισμο,2
"Βασίλης Κικίλιας από Σκύρο: Αναβαθμιζουμε το brand της Σκύρου στο πλαίσιο της στρατηγικής μας για βιώσιμο τουρισμό"" https://t.co/g83wavUqRs https://t.co/HFXqQmvdkZ",βασιλησ κικιλιασ απο σκυρο αναβαθμιζουμε το brand τησ σκυρου στο πλαισιο τησ στρατηγικησ μασ για βιωσιμο τουρισμο,2
Κικίλιας: Αναβαθμίζουμε το brand της Σκύρου στο πλαίσιο της στρατηγικής μας για βιώσιμο τουρισμό - https://t.co/76bXnMX9Pv https://t.co/azYLYnfS8w,κικιλιασ αναβαθμιζουμε το brand τησ σκυρου στο πλαισιο τησ στρατηγικησ μασ για βιωσιμο τουρισμο,2
"RT @we_are_solomon: 🆕 #THREAD:

Η έρευνα των @unbiasthenews @RozanaFM που δημοσιεύει στα 🇬🇷 το Solomon διερευνά μια αόρατη αλλά σημαντική π…",rt we_are_solomon thread η ερευνα των unbiasthenews rozanafm που δημοσιευει στα το solomon διερευνα μια αορατη αλλα σημαντικη π,2
Χατζηδάκης: Πιο επιτακτική η «πράσινη» ενέργεια εν μέσω κρίσης https://t.co/A5For7x2My,χατζηδακησ πιο επιτακτικη η πρασινη ενεργεια εν μεσω κρισησ,2
"Στα πλαίσια της προσαρμογής του στην Ελλάδα ο Μπράντον Τόμας ξεκίνησε μαθήματα ελληνικών, προκειμένου να βελτιώσει την επικοινωνία του στο νέο του περιβάλλον.
https://t.co/upa3luaD0b",στα πλαισια τησ προσαρμογησ του στην ελλαδα ο μπραντον τομασ ξεκινησε μαθηματα ελληνικων προκειμενου να βελτιωσει την επικοινωνια του στο νεο του περιβαλλον,2
"Πιθανώς, κάποιος δεν το πρόσεξε μέσα στην καθημερινή δίνη των γεγονότων, αλλά τις προάλλες υπήρξε ένα γεγονός που με έναν πολιορκητικό κριό γκρέμισε σε σκόνη, όπως φάνηκε, μια απαραβίαστη βάση της δυτικής κοινωνίας και πολιτικής.

https://t.co/pSMYIonCa5 https://t.co/CwhxJeVJ1a",πιθανωσ καποιοσ δεν το προσεξε μεσα στην καθημερινη δινη των γεγονοτων αλλα τισ προαλλεσ υπηρξε ενα γεγονοσ που με εναν πολιορκητικο κριο γκρεμισε σε σκονη οπωσ φανηκε μια απαραβιαστη βαση τησ δυτικησ κοινωνιασ και πολιτικησ,2
"Κικίλιας: Αναβαθμίζουμε το brand της Σκύρου στο πλαίσιο της στρατηγικής μας για βιώσιμο τουρισμό - Ρεπορτάζ και ειδήσεις για την Οικονομία, τις Επιχειρήσεις, το Χρηματιστήριο, την Πολιτική #mononewsGR https://t.co/WXG8IjIool",κικιλιασ αναβαθμιζουμε το brand τησ σκυρου στο πλαισιο τησ στρατηγικησ μασ για βιωσιμο τουρισμο ρεπορταζ και ειδησεισ για την οικονομια τισ επιχειρησεισ το χρηματιστηριο την πολιτικη mononewsgr,2
Για την κρίση στην Ευρώπη ευθύνονται οι ακραίες κρατικές παρεμβάσεις στην ενέργεια.. και η ανόητη πράσινη ανάπτυξη https://t.co/uEbDM5NecV,για την κριση στην ευρωπη ευθυνονται οι ακραιεσ κρατικεσ παρεμβασεισ στην ενεργεια και η ανοητη πρασινη αναπτυξη,2
Νίκος Ανδρουλάκης (Πρόεδρος ΠΑΣΟΚ-ΚΙΝ.ΑΛ): «Η μετάβαση στην πράσινη ενέργεια δεν έπρεπε να γίνει με ένα ορυκτό καύσιμο» https://t.co/uZYgL7HxSt https://t.co/7zG1jsv3mR,νικοσ ανδρουλακησ προεδροσ πασοκκιναλ η μεταβαση στην πρασινη ενεργεια δεν επρεπε να γινει με ενα ορυκτο καυσιμο,2
Χ. Τριαντόπουλος: Τα έργα υποδομών θα είναι «διπλά» ανθεκτικά στην κλιματική κρίση https://t.co/CSaxv0dX2E,χ τριαντοπουλοσ τα εργα υποδομων θα ειναι διπλα ανθεκτικα στην κλιματικη κριση,2
Ο κλάδος της κρουαζιέρας αποδεικνύει τη δέσμευσή του για κρουαζιέρα με μηδενικό αποτύπωμα άνθρακα παγκοσμίως έως το 2050 https://t.co/6CWqp2ZOFM,ο κλαδοσ τησ κρουαζιερασ αποδεικνυει τη δεσμευση του για κρουαζιερα με μηδενικο αποτυπωμα ανθρακα παγκοσμιωσ εωσ το,2
Διαχρονικά το νησί της Κρήτης εκπέμπει SOS με τους ειδικούς να κάνουν λόγο για ανάγκη επανεκτίμησης του πλημμυρικού κινδύνου ανά περιοχή με βάση τα νέα δεδομένα που φέρνει η κλιματική κρίση. https://t.co/ORSkEfI19U,διαχρονικα το νησι τησ κρητησ εκπεμπει sos με τουσ ειδικουσ να κανουν λογο για αναγκη επανεκτιμησησ του πλημμυρικου κινδυνου ανα περιοχη με βαση τα νεα δεδομενα που φερνει η κλιματικη κριση,2
Χρ. Τριαντόπουλος: Τα έργα υποδομών θα είναι «διπλά» ανθεκτικά στην κλιματική κρίση https://t.co/NVoCxBkSPH,χρ τριαντοπουλοσ τα εργα υποδομων θα ειναι διπλα ανθεκτικα στην κλιματικη κριση,2
Για την κρίση στην Ευρώπη ευθύνονται οι ακραίες κρατικές παρεμβάσεις στην ενέργεια.. και η ανόητη πράσινη ανάπτυξη https://t.co/dnQIBPlBrz,για την κριση στην ευρωπη ευθυνονται οι ακραιεσ κρατικεσ παρεμβασεισ στην ενεργεια και η ανοητη πρασινη αναπτυξη,2
ΑΝΑΛΥΣΗ ΠΡΟΓΡΑΜΜΑΤΙΚΩΝ ΔΗΛΩΣΕΩΝ ΤΟΥ ΠΟΛΙΤΙΚΟΥ ΦΟΡΕΑ ΓΙΑ ΤΟ ΠΕΡΙΒΑΛΛΟΝ https://t.co/l6ZuJva5OD,αναλυση προγραμματικων δηλωσεων του πολιτικου φορεα για το περιβαλλον,2
Φάρμα Ρόδου: Δωρεάν είσοδος στις 30 Οκτωβρίου με Φεστιβάλ για το Περιβάλλον #Δημοκρατική #Ρόδος #Δωδεκάνησα https://t.co/mZTPkfnREt,φαρμα ροδου δωρεαν εισοδοσ στισ οκτωβριου με φεστιβαλ για το περιβαλλον δημοκρατικη ροδοσ δωδεκανησα,2
Ακτιβιστές πέταξαν πουρέ στον πίνακα «Θυμωνιές» του Μονέ για να στείλουν μήνυμα για την κλιματική αλλαγή https://t.co/eIOc2sYCyT,ακτιβιστεσ πεταξαν πουρε στον πινακα θυμωνιεσ του μονε για να στειλουν μηνυμα για την κλιματικη αλλαγη,2
«Περπάτα για το μέλλον σου»: Μεγάλη πορεία για το περιβάλλον στις Βρυξέλλες https://t.co/LhHZb9iT8a,περπατα για το μελλον σου μεγαλη πορεια για το περιβαλλον στισ βρυξελλεσ,2
"Kiyosaki: Μετοχές και ομόλογα είναι στον κλίβανο και καίγονται – Μη βιώσιμο το ράλι στο δολάριο, θα καταρρεύσει https://t.co/MGTJ69N58F",kiyosaki μετοχεσ και ομολογα ειναι στον κλιβανο και καιγονται μη βιωσιμο το ραλι στο δολαριο θα καταρρευσει,2
"«Η #38χρονη δεν φοβάται την Αστυνομία ούτε τη φυλακή, αλλά τις πράξεις αντεκδίκησης από το συγγενικό περιβάλλον του 36χρονου», λέει ο δικηγόρος της. #κρητη
https://t.co/LScOHw9Gw4",η χρονη δεν φοβαται την αστυνομια ουτε τη φυλακη αλλα τισ πραξεισ αντεκδικησησ απο το συγγενικο περιβαλλον του χρονου λεει ο δικηγοροσ τησ κρητη,2
"Σκρέκας: «Επενδύουμε στη μετατροπή της Ελλάδας σε ενεργειακό κόμβο, επιταχύνοντας την πράσινη μετάβαση» - Ρεπορτάζ και ειδήσεις για την Οικονομία, τις Επιχειρήσεις, το Χρηματιστήριο, την Πολιτική #mononewsGR https://t.co/POHUY1K5hE",σκρεκασ επενδυουμε στη μετατροπη τησ ελλαδασ σε ενεργειακο κομβο επιταχυνοντασ την πρασινη μεταβαση ρεπορταζ και ειδησεισ για την οικονομια τισ επιχειρησεισ το χρηματιστηριο την πολιτικη mononewsgr,2
"Φόρτιση με «πράσινη» ενέργεια, βιβλιοθήκες φωτογραφιών και γυμναστική χωρίς ρολόι
#alphanewslive 
https://t.co/GUqFuorl1u",φορτιση με πρασινη ενεργεια βιβλιοθηκεσ φωτογραφιων και γυμναστικη χωρισ ρολοι alphanewslive,2
"Kiyosaki: Μετοχές και ομόλογα είναι στον κλίβανο και καίγονται – Μη βιώσιμο το ράλι στο δολάριο, θα καταρρεύσει https://t.co/cDRcvW7oFu",kiyosaki μετοχεσ και ομολογα ειναι στον κλιβανο και καιγονται μη βιωσιμο το ραλι στο δολαριο θα καταρρευσει,2
"Kiyosaki: Μετοχές και ομόλογα είναι στον κλίβανο και καίγονται – Μη βιώσιμο το ράλι στο δολάριο, θα καταρρεύσει https://t.co/2U1AJADIRt",kiyosaki μετοχεσ και ομολογα ειναι στον κλιβανο και καιγονται μη βιωσιμο το ραλι στο δολαριο θα καταρρευσει,2
Υelen (ΥΠΟΙΚ ΗΠΑ): «Επικίνδυνο και ασταθές» το μακροοικονομικό περιβάλλον https://t.co/yscLe1mvND,υelen υποικ ηπα επικινδυνο και ασταθεσ το μακροοικονομικο περιβαλλον,2
Δείτε ζωντανά «Βιώσιμη Παραγωγή Τροφίμων και Χρηματοδοτικά Εργαλεία» - Πελοποννησιακό Πρακτορείο Ειδήσεων https://t.co/lX0ecmUsg8,δειτε ζωντανα βιωσιμη παραγωγη τροφιμων και χρηματοδοτικα εργαλεια πελοποννησιακο πρακτορειο ειδησεων,2
ΧΑΡΑΛΑΜΠΟΣ ΧΑΡΙΤΟΠΟΥΛΟΣ: ΑΝΑΛΥΣΗ ΠΡΟΓΡΑΜΜΑΤΙΚΩΝ ΔΗΛΩΣΕΩΝ ΤΟΥ ΠΟΛΙΤΙΚΟΥ ΦΟΡΕΑ ΓΙΑ ΤΟ ΠΕΡΙΒΑΛΛΟΝ https://t.co/qgdYazxP0U,χαραλαμπος χαριτοπουλος αναλυση προγραμματικων δηλωσεων του πολιτικου φορεα για το περιβαλλον,2
"Κρ. Αρσένης: Απειλή για την παγκόσμια παραγωγή τροφής η κλιματική κρίση – Διέξοδος η φυτική διατροφή, χωρίς σχέδιο η κυβέρνηση https://t.co/vtIh5TBGM4",κρ αρσενησ απειλη για την παγκοσμια παραγωγη τροφησ η κλιματικη κριση διεξοδοσ η φυτικη διατροφη χωρισ σχεδιο η κυβερνηση,2
"Μια νέα μελέτη που πραγματοποίησαν ερευνητές στο Πανεπιστήμιο Penn State στις #ΗΠΑ, διαπίστωσε ότι οι ηλεκτρικές εκκενώσεις που εκπέμπουν τα δέντρα και τα φυτά από τις άκρες των φύλλων τους κατά τη διάρκεια καταιγίδων
#Περιβαλλον

https://t.co/xFMedGecgJ",μια νεα μελετη που πραγματοποιησαν ερευνητεσ στο πανεπιστημιο penn state στισ ηπα διαπιστωσε οτι οι ηλεκτρικεσ εκκενωσεισ που εκπεμπουν τα δεντρα και τα φυτα απο τισ ακρεσ των φυλλων τουσ κατα τη διαρκεια καταιγιδων περιβαλλον,2
ΕΕ: «Ο πόλεμος δεν θα εκτροχιάσει το πλάνο για το περιβάλλον» #EuropeNews https://t.co/NIptj1U6lO,εε ο πολεμοσ δεν θα εκτροχιασει το πλανο για το περιβαλλον europenews,2
"Η PwC Ελλάδας με στόχο τη συνεχή ενδυνάμωση της σχέσης μεταξύ επιχειρηματικής και ακαδημαϊκής κοινότητας και την προώθηση της επιχειρηματικότητας στο ακαδημαϊκό περιβάλλον, ανακοινώνει την υπογραφή μνημονίου συνεργασίας με το Οικονομικό Πανεπιστήμιο Αθηνώ",η pwc ελλαδασ με στοχο τη συνεχη ενδυναμωση τησ σχεσησ μεταξυ επιχειρηματικησ και ακαδημαϊκησ κοινοτητασ και την προωθηση τησ επιχειρηματικοτητασ στο ακαδημαϊκο περιβαλλον ανακοινωνει την υπογραφη μνημονιου συνεργασιασ με το οικονομικο πανεπιστημιο αθηνω,2
⭕ Οι επιστήμονες ελπίζουν η λειτουργία αυτή να επιτρέψει την ανάληψη δράσης προκειμένου να περιοριστούν οι εκπομπές αυτού του αερίου που συμβάλλει σε μεγάλο βαθμό στην κλιματική αλλαγή. https://t.co/AkwOSgrdZ0,οι επιστημονεσ ελπιζουν η λειτουργια αυτη να επιτρεψει την αναληψη δρασησ προκειμενου να περιοριστουν οι εκπομπεσ αυτου του αεριου που συμβαλλει σε μεγαλο βαθμο στην κλιματικη αλλαγη,2
RT @LykavitosGr: Βιώσιμη Ανάπτυξη και ESG στο επίκεντρο των αξιών της ΕΥΔΑΠ  #ΕΥΔΑΠ https://t.co/n1QChf8m2l,rt lykavitosgr βιωσιμη αναπτυξη και esg στο επικεντρο των αξιων τησ ευδαπ ευδαπ,2
RT @LykavitosGr: Βιώσιμη Ανάπτυξη και ESG στο επίκεντρο των αξιών της ΕΥΔΑΠ  #ΕΥΔΑΠ https://t.co/n1QChf8m2l,rt lykavitosgr βιωσιμη αναπτυξη και esg στο επικεντρο των αξιων τησ ευδαπ ευδαπ,2
Φον ντερ Λάιεν: Έτοιμη η ΕΕ για συνεργασία με Βρετανία για ουκρανικό και κλιματική αλλαγή - https://t.co/IZwaGSOHpm https://t.co/8Kpbnk0a2O,φον ντερ λαιεν ετοιμη η εε για συνεργασια με βρετανια για ουκρανικο και κλιματικη αλλαγη,2
Το Επενδυτικό Σχέδιο του δήμου Θέρμης για την “Ολοκληρωμένη ενεργειακή μετάβαση προς την κλιματική ουδετερότητα» https://t.co/SvQQC4diQD #ΔΤ #ΕΚΔΗΛΩΣΕΙΣ #ΘΕΡΜΗ #ΠΕΡΙΒΑΛΛΟΝ https://t.co/VTgJsNpPLl,το επενδυτικο σχεδιο του δημου θερμησ για την ολοκληρωμενη ενεργειακη μεταβαση προσ την κλιματικη ουδετεροτητα δτ εκδηλωσεις θερμη περιβαλλον,2
Φον Ντερ Λάιεν: Η ΕΕ αδημονεί να συνεργαστεί με την κυβέρνηση της Βρετανίας για Ουκρανία-κλιματική κρίση - https://t.co/eiOPQNSsIs https://t.co/koEzANgC5d,φον ντερ λαιεν η εε αδημονει να συνεργαστει με την κυβερνηση τησ βρετανιασ για ουκρανιακλιματικη κριση,2
"Φον ντερ Λάιεν: Η #ΕΕ αδημονεί να συνεργαστεί με τη νέα κυβέρνηση της Βρετανίας για τον πόλεμο στην #Ουκρανία και την κλιματική κρίση

https://t.co/p1oFROCgrt https://t.co/YPlkRNloJi",φον ντερ λαιεν η εε αδημονει να συνεργαστει με τη νεα κυβερνηση τησ βρετανιασ για τον πολεμο στην ουκρανια και την κλιματικη κριση,2
Φον ντερ Λάιεν: Η ΕΕ αδημονεί να συνεργαστεί με τη νέα κυβέρνηση της Βρετανίας για τον πόλεμο στην Ουκρανία και την κλιματική κρίση https://t.co/z004r7SJbW,φον ντερ λαιεν η εε αδημονει να συνεργαστει με τη νεα κυβερνηση τησ βρετανιασ για τον πολεμο στην ουκρανια και την κλιματικη κριση,2
Την πρωτοβουλία της Κύπρου για κλιματική αλλαγή θα παρουσιάσει ο Πρόεδρος στη Σύνοδο COP-27 της Αιγύπτου #Cyprus #cop27egypt @AnastasiadesCY  https://t.co/sG9kKuDq4Y,την πρωτοβουλια τησ κυπρου για κλιματικη αλλαγη θα παρουσιασει ο προεδροσ στη συνοδο cop τησ αιγυπτου cyprus copegypt anastasiadescy,2
Bέλγιο: Mειώστε το χρόνο που κάνετε ντους για να εξοικονομήσετε ενέργεια – Το μήνυμα που στέλνει ίδρυμα για το περιβάλλον https://t.co/tysBsdwkSw,bελγιο mειωστε το χρονο που κανετε ντουσ για να εξοικονομησετε ενεργεια το μηνυμα που στελνει ιδρυμα για το περιβαλλον,2
Bέλγιο: «Μειώστε τη διάρκεια του ντους» για εξοικονόμηση ενέργειας προτρέπει ίδρυμα για το περιβάλλον--https://t.co/WSstyAXEjf,bελγιο μειωστε τη διαρκεια του ντουσ για εξοικονομηση ενεργειασ προτρεπει ιδρυμα για το περιβαλλον,2
